profile_id,region_code,state_code,coverage_limit,num_vehicles,num_drivers,household_size,youth_driver_flag,senior_driver_flag,prior_claim_count,multi_policy_flag,home_value_band,credit_score_band,urban_rural_flag
45283,Region 3,S06,2M,5,5,5,0,0,2,1,Premium,Medium,Rural
45298,Region 1,S02,1M,4,2,3,0,0,0,0,Standard,Medium,Rural
45301,Region 3,S05,1M,4,4,5,0,0,0,1,Entry,Medium,Suburban
45316,Region 5,S11,1M,4,3,3,0,0,0,1,Entry,High,Suburban
45326,Region 5,S09,2M,1,1,1,0,0,0,0,Standard,High,Rural
45337,Region 2,S04,1M,2,1,2,0,0,0,1,Standard,Low,Rural
45339,Region 3,S05,1M,5,4,4,0,1,0,1,Standard,High,Urban
45355,Region 2,S12,2M,4,2,2,0,0,0,1,Standard,Medium,Urban
45373,Region 4,S08,2M,6,5,5,0,0,0,0,Entry,Medium,Urban
45384,Region 3,S05,2M,1,1,1,0,0,1,1,Premium,High,Suburban
45391,Region 3,S06,2M,2,1,2,0,1,0,1,Premium,High,Suburban
45393,Region 3,S06,5M,1,1,1,0,1,0,0,Premium,Medium,Suburban
45394,Region 4,S08,1M,2,2,3,0,0,0,1,Standard,Medium,Urban
45403,Region 3,S06,2M,3,1,1,0,0,0,1,Entry,Medium,Suburban
45411,Region 1,S01,1M,4,4,4,0,0,0,1,Entry,Low,Rural
45447,Region 3,S06,1M,5,5,5,0,0,1,1,Standard,Medium,Urban
45450,Region 5,S11,1M,3,2,2,0,0,0,1,Premium,Medium,Suburban
45452,Region 1,S02,2M,2,1,1,0,0,0,1,Premium,Low,Urban
45460,Region 3,S05,1M,5,3,3,0,0,0,1,Entry,High,Urban
45466,Region 5,S11,1M,1,1,1,0,0,0,1,Premium,Medium,Suburban
45470,Region 2,S12,1M,6,4,4,0,0,0,0,Standard,High,Rural
45498,Region 5,S09,2M,5,3,4,0,0,1,0,Entry,Medium,Suburban
45509,Region 2,S12,1M,3,1,1,0,1,0,0,Standard,High,Rural
45517,Region 4,S07,5M,3,3,3,0,0,0,1,Premium,Low,Urban
45532,Region 3,S06,2M,2,1,1,0,1,0,1,Entry,Medium,Suburban
45546,Region 5,S11,1M,3,3,3,0,0,0,1,Entry,Medium,Urban
45547,Region 2,S03,1M,2,2,2,0,0,0,1,Standard,High,Suburban
45549,Region 5,S09,1M,3,2,3,0,0,0,1,Standard,Medium,Suburban
45553,Region 3,S06,1M,3,1,1,0,0,0,0,Standard,High,Suburban
45557,Region 1,S01,5M,2,2,2,0,0,0,1,Standard,Medium,Urban
45560,Region 5,S09,1M,6,6,6,0,0,1,0,Entry,Medium,Rural
45567,Region 3,S06,1M,4,4,4,0,0,0,1,Entry,Medium,Urban
45576,Region 3,S06,2M,6,6,6,0,0,0,0,Entry,Medium,Urban
45583,Region 4,S08,1M,1,1,1,0,0,1,0,Standard,Medium,Urban
45610,Region 4,S08,1M,3,3,3,0,0,0,1,Standard,Low,Urban
45622,Region 4,S08,1M,4,2,2,0,0,1,1,Premium,Low,Urban
45640,Region 5,S09,2M,1,1,1,0,0,0,1,Standard,High,Urban
45652,Region 1,S01,5M,6,5,5,0,0,0,1,Entry,High,Suburban
45661,Region 1,S01,5M,4,4,4,0,0,0,1,Standard,Low,Suburban
45665,Region 4,S07,2M,3,1,2,0,0,1,1,High Net Worth,Low,Suburban
45676,Region 3,S06,2M,5,3,3,0,0,0,1,Standard,Medium,Urban
45684,Region 3,S06,2M,2,1,1,0,0,0,0,Entry,Low,Urban
45692,Region 1,S02,1M,3,3,3,0,0,0,0,Entry,Medium,Suburban
45701,Region 4,S08,1M,2,1,1,0,0,0,1,Entry,Low,Urban
45712,Region 5,S11,1M,2,1,1,0,0,0,0,Standard,High,Suburban
45717,Region 2,S12,1M,5,4,4,0,0,0,0,Standard,Low,Urban
45719,Region 2,S04,2M,3,2,3,0,0,0,0,Standard,Medium,Rural
45736,Region 5,S09,5M,3,3,3,0,0,2,1,Standard,Medium,Urban
45747,Region 5,S09,1M,4,3,3,0,0,0,0,Standard,High,Urban
45758,Region 5,S10,1M,2,1,1,0,0,0,0,Standard,Low,Rural
45763,Region 3,S05,1M,2,1,2,0,0,0,0,Entry,Medium,Urban
45795,Region 4,S08,1M,3,3,3,0,0,0,1,Standard,High,Suburban
45802,Region 5,S11,2M,1,1,2,0,0,0,0,Premium,Low,Rural
45816,Region 3,S05,1M,3,1,1,0,0,0,1,Entry,Medium,Suburban
45828,Region 1,S02,1M,3,2,2,0,0,0,1,High Net Worth,Medium,Suburban
45844,Region 5,S09,1M,3,2,2,0,0,0,0,High Net Worth,Medium,Rural
45856,Region 4,S07,1M,3,3,3,1,0,0,1,Premium,Medium,Suburban
45900,Region 2,S04,2M,2,1,1,0,0,0,1,Standard,High,Urban
45913,Region 4,S08,1M,1,1,2,0,0,0,1,Entry,Low,Suburban
45918,Region 5,S10,1M,2,2,3,0,0,0,0,Standard,High,Suburban
45932,Region 4,S08,2M,4,4,4,0,0,0,1,Standard,High,Suburban
45935,Region 3,S06,2M,5,3,3,0,0,1,1,Standard,Low,Urban
45937,Region 1,S01,2M,4,4,4,0,0,0,1,Entry,Low,Urban
45944,Region 5,S11,2M,2,2,2,0,1,0,1,Premium,High,Urban
45945,Region 5,S11,1M,3,1,2,0,0,1,0,Standard,High,Suburban
45948,Region 4,S08,1M,5,4,4,0,0,1,1,Standard,High,Urban
45949,Region 3,S05,1M,5,5,5,1,0,0,0,Entry,High,Suburban
45980,Region 4,S07,2M,4,3,3,0,0,0,0,Premium,Medium,Rural
45998,Region 5,S10,1M,3,3,3,1,0,0,0,Premium,Low,Rural
46017,Region 3,S06,5M,6,6,6,0,0,0,0,Standard,High,Suburban
46029,Region 5,S10,1M,5,3,3,0,0,0,1,High Net Worth,Low,Suburban
46049,Region 1,S01,1M,5,4,4,0,0,0,1,High Net Worth,Medium,Suburban
46051,Region 3,S06,1M,2,2,2,0,0,0,0,Standard,Medium,Suburban
46068,Region 3,S06,2M,2,2,2,0,0,0,0,Standard,Low,Suburban
46077,Region 5,S09,2M,7,5,5,0,0,0,0,Entry,High,Suburban
46080,Region 1,S01,1M,2,2,3,0,1,1,1,Premium,High,Urban
46081,Region 3,S05,5M,3,3,3,0,0,0,0,Entry,High,Suburban
46083,Region 4,S08,1M,7,5,5,0,0,0,1,High Net Worth,High,Rural
46089,Region 5,S10,2M,7,6,6,0,0,0,1,Entry,Medium,Urban
46101,Region 3,S05,2M,4,3,3,0,0,0,0,Entry,Medium,Rural
46121,Region 2,S04,5M,5,5,5,0,0,0,0,Standard,High,Urban
46123,Region 5,S09,2M,3,2,2,0,0,0,1,Premium,Medium,Urban
46129,Region 3,S06,2M,6,5,5,0,0,0,1,Entry,Medium,Suburban
46153,Region 5,S11,1M,2,2,2,0,0,0,1,Entry,Medium,Suburban
46154,Region 5,S09,5M,2,1,1,0,0,0,0,Entry,High,Urban
46162,Region 4,S07,1M,3,2,2,0,0,1,0,Standard,High,Suburban
46184,Region 2,S04,1M,8,6,6,0,0,0,1,Entry,High,Suburban
46190,Region 1,S01,2M,6,4,4,0,1,0,1,Entry,High,Suburban
46211,Region 4,S07,1M,5,4,4,0,0,0,0,Standard,Low,Suburban
46218,Region 4,S07,2M,3,1,2,0,0,0,0,High Net Worth,High,Suburban
46223,Region 3,S05,1M,3,1,1,0,0,0,0,Standard,Medium,Suburban
46225,Region 3,S05,1M,3,2,2,0,1,0,0,Standard,Medium,Rural
46237,Region 4,S08,1M,2,2,2,0,1,1,0,Entry,High,Urban
46250,Region 4,S08,1M,2,1,2,0,0,0,1,Standard,Medium,Rural
46259,Region 5,S10,1M,7,5,5,0,0,0,1,Standard,Medium,Suburban
46268,Region 1,S02,1M,6,5,5,0,0,0,1,Premium,Medium,Rural
46280,Region 1,S02,2M,6,6,7,1,0,0,0,Entry,High,Suburban
46300,Region 2,S04,1M,4,3,3,0,0,1,1,Premium,High,Suburban
46308,Region 2,S12,1M,4,2,2,0,0,0,0,Standard,High,Rural
46330,Region 3,S05,1M,4,3,3,0,0,0,0,Standard,Low,Urban
46364,Region 4,S08,5M,4,3,3,0,0,1,0,Premium,Medium,Suburban
46369,Region 1,S02,1M,3,2,2,0,0,0,0,Premium,Medium,Rural
46371,Region 4,S07,1M,4,3,3,0,0,0,1,Entry,Medium,Rural
46378,Region 3,S05,1M,4,2,2,0,0,0,1,Entry,Medium,Urban
46392,Region 5,S10,2M,4,2,3,0,0,0,1,Standard,Medium,Suburban
46395,Region 5,S09,2M,2,2,2,0,1,2,0,Entry,High,Rural
46396,Region 5,S11,2M,2,2,2,0,0,1,1,Premium,Medium,Rural
46411,Region 4,S08,1M,6,4,5,1,0,0,0,Entry,Medium,Urban
46420,Region 3,S05,1M,2,1,1,0,0,0,0,Premium,Low,Urban
46421,Region 4,S08,5M,1,1,2,0,0,0,0,Standard,High,Suburban
46427,Region 5,S10,2M,2,1,1,0,0,0,0,Standard,High,Suburban
46442,Region 3,S06,2M,3,3,3,0,0,0,0,Entry,High,Urban
46444,Region 3,S06,1M,6,5,5,0,0,0,1,High Net Worth,Medium,Urban
46445,Region 3,S05,1M,4,3,3,1,0,0,0,Entry,Medium,Suburban
46451,Region 2,S03,1M,6,5,5,0,0,1,0,Entry,Low,Suburban
46463,Region 3,S06,1M,2,1,2,1,0,0,1,Standard,High,Rural
46467,Region 5,S10,1M,4,3,3,0,0,0,1,High Net Worth,Medium,Suburban
46495,Region 1,S01,5M,5,3,3,0,0,0,0,Standard,High,Suburban
46500,Region 2,S04,5M,6,5,5,0,0,0,1,High Net Worth,High,Urban
46508,Region 3,S05,1M,2,2,2,0,0,0,1,Entry,Medium,Urban
46517,Region 1,S02,1M,4,3,3,0,0,0,1,Standard,Medium,Suburban
46522,Region 2,S03,1M,2,1,1,0,1,0,0,Premium,Medium,Rural
46576,Region 5,S10,1M,4,3,3,0,0,0,0,Entry,Medium,Suburban
46591,Region 3,S05,1M,8,6,6,1,0,0,1,High Net Worth,Medium,Suburban
46592,Region 1,S01,5M,4,2,2,0,0,0,0,Entry,Low,Rural
46593,Region 4,S08,1M,5,5,5,0,0,2,1,Standard,Medium,Urban
46602,Region 5,S11,2M,4,4,4,1,0,0,0,Standard,Low,Rural
46617,Region 3,S05,5M,5,3,3,0,0,0,1,High Net Worth,Medium,Rural
46634,Region 5,S11,1M,2,1,1,0,0,0,0,Premium,Medium,Suburban
46641,Region 4,S07,2M,3,2,2,0,1,0,0,Entry,High,Urban
46664,Region 2,S04,1M,6,4,4,0,1,0,1,Entry,Medium,Urban
46678,Region 5,S10,5M,6,5,5,0,0,1,1,High Net Worth,Medium,Suburban
46686,Region 1,S02,1M,8,6,6,0,1,0,1,High Net Worth,High,Urban
46707,Region 5,S10,5M,3,1,1,0,0,0,1,Entry,Medium,Urban
46709,Region 4,S07,1M,7,6,6,0,0,0,1,Entry,Medium,Suburban
46727,Region 2,S03,2M,2,1,2,0,0,0,1,Standard,Low,Suburban
46728,Region 2,S03,2M,6,6,6,0,0,1,1,Premium,High,Rural
46743,Region 4,S08,5M,2,2,2,0,1,0,0,Standard,Medium,Urban
46745,Region 3,S05,2M,4,3,3,0,0,0,0,Standard,High,Suburban
46757,Region 1,S02,1M,5,5,5,0,0,0,1,Standard,Medium,Suburban
46782,Region 2,S04,1M,5,4,4,0,0,0,1,Standard,High,Rural
46785,Region 3,S05,5M,3,1,1,0,1,0,0,Standard,Medium,Suburban
46801,Region 5,S11,2M,1,1,2,0,0,0,0,Premium,High,Suburban
46839,Region 5,S09,1M,4,3,3,0,0,0,0,High Net Worth,High,Suburban
46853,Region 5,S09,2M,5,3,3,0,0,1,1,Premium,Medium,Suburban
46859,Region 1,S02,2M,4,4,4,0,0,0,1,Premium,Low,Suburban
46860,Region 1,S02,5M,5,3,3,0,0,0,1,Premium,Medium,Suburban
46865,Region 5,S11,1M,2,2,2,0,1,0,1,Entry,Low,Suburban
46880,Region 3,S06,1M,3,3,3,1,0,1,0,Entry,High,Urban
46885,Region 5,S10,1M,4,4,4,0,0,1,0,Premium,Medium,Urban
46891,Region 3,S05,1M,4,3,3,0,0,0,0,Standard,Low,Rural
46896,Region 5,S10,5M,4,3,3,0,0,0,0,High Net Worth,High,Suburban
46915,Region 5,S11,5M,4,4,4,0,0,0,1,Entry,Low,Suburban
46917,Region 2,S04,1M,3,2,2,0,1,0,1,Entry,Medium,Suburban
46919,Region 2,S12,2M,4,2,3,0,0,0,1,Entry,High,Suburban
46921,Region 3,S05,1M,2,1,2,0,0,0,0,Standard,High,Suburban
46935,Region 3,S05,2M,4,3,3,0,0,0,0,Standard,Low,Rural
46938,Region 1,S01,2M,1,1,1,0,0,0,1,Entry,Medium,Rural
46939,Region 1,S02,2M,2,2,2,0,0,0,0,Entry,Medium,Urban
46949,Region 2,S04,2M,1,1,2,0,0,0,1,Standard,Low,Urban
46954,Region 5,S11,1M,4,2,3,0,0,0,0,Standard,High,Suburban
46981,Region 2,S12,2M,2,1,1,0,1,0,0,Entry,High,Suburban
46991,Region 2,S03,1M,1,1,1,0,0,0,1,Premium,Medium,Urban
47002,Region 5,S09,1M,3,2,3,0,1,0,0,Standard,Medium,Urban
47006,Region 2,S03,1M,1,1,1,1,0,0,1,Premium,High,Suburban
47011,Region 4,S07,2M,2,1,2,0,0,0,1,Standard,High,Urban
47016,Region 3,S05,1M,2,1,1,0,1,0,1,Premium,Medium,Urban
47030,Region 3,S05,1M,5,4,4,0,0,0,0,Premium,High,Rural
47037,Region 5,S11,1M,3,3,3,1,0,0,1,Standard,Medium,Suburban
47040,Region 2,S03,1M,4,2,3,0,0,0,0,Premium,Medium,Urban
47064,Region 2,S12,1M,2,2,3,0,1,0,0,Entry,Low,Suburban
47083,Region 1,S01,1M,4,4,4,0,0,0,0,Standard,Medium,Urban
47090,Region 5,S09,1M,2,1,2,0,1,2,1,Entry,Low,Suburban
47100,Region 4,S07,1M,3,2,3,0,0,0,1,Standard,Low,Rural
47105,Region 5,S09,1M,3,1,1,0,0,0,1,Standard,High,Suburban
47111,Region 3,S05,1M,2,1,1,0,0,0,0,Entry,Medium,Urban
47124,Region 1,S02,2M,7,5,5,0,0,0,0,Entry,Medium,Urban
47140,Region 2,S03,1M,2,2,2,0,0,0,1,Entry,High,Urban
47150,Region 4,S08,1M,4,3,3,0,0,0,1,Standard,Medium,Suburban
47165,Region 5,S09,1M,3,2,2,0,0,0,0,Premium,Low,Rural
47167,Region 3,S05,1M,5,5,5,0,0,0,0,Entry,Medium,Suburban
47175,Region 5,S09,1M,3,3,3,0,0,0,0,Entry,High,Urban
47195,Region 2,S03,1M,4,3,4,0,0,1,1,Premium,High,Suburban
47223,Region 2,S04,1M,5,4,5,0,0,0,1,Premium,Medium,Urban
47227,Region 2,S12,1M,4,2,3,0,0,0,1,High Net Worth,High,Urban
47229,Region 3,S06,2M,5,3,3,0,0,1,1,Premium,Medium,Urban
47252,Region 4,S07,1M,2,1,1,0,0,0,0,Premium,Medium,Urban
47283,Region 5,S10,2M,4,2,2,0,0,0,0,Entry,Medium,Urban
47295,Region 4,S07,2M,2,1,1,0,0,0,1,Standard,Medium,Urban
47303,Region 4,S08,1M,3,2,2,0,1,0,0,Premium,High,Rural
47312,Region 3,S05,2M,4,3,3,0,0,0,1,Premium,High,Suburban
47315,Region 3,S06,1M,3,3,3,1,0,0,0,Entry,High,Urban
47318,Region 2,S03,2M,3,3,3,0,0,0,0,Standard,Low,Suburban
47330,Region 2,S04,1M,5,3,3,0,0,0,1,Entry,Low,Urban
47331,Region 4,S07,5M,4,4,4,0,0,0,1,Entry,Low,Rural
47338,Region 4,S07,2M,3,1,1,0,0,0,0,Premium,Medium,Suburban
47339,Region 4,S07,1M,3,3,3,0,0,0,0,Entry,High,Suburban
47340,Region 2,S03,1M,2,1,1,0,0,0,0,Standard,High,Suburban
47345,Region 5,S10,1M,5,4,4,0,0,0,1,Entry,High,Suburban
47371,Region 3,S05,5M,7,5,5,0,0,1,0,Standard,Medium,Urban
47372,Region 5,S10,2M,3,2,2,0,0,1,1,Standard,Medium,Suburban
47373,Region 5,S10,1M,3,2,2,0,1,0,0,Standard,Medium,Rural
47387,Region 5,S11,1M,5,3,3,0,0,0,0,Standard,Medium,Suburban
47400,Region 5,S10,1M,6,4,5,0,0,0,1,High Net Worth,High,Urban
47411,Region 2,S03,1M,4,4,4,0,0,0,1,Entry,High,Urban
47437,Region 2,S04,1M,2,1,1,0,1,0,1,Standard,High,Urban
47438,Region 1,S01,1M,4,4,4,1,0,1,0,Standard,Medium,Urban
47440,Region 2,S03,1M,4,2,2,0,0,1,1,High Net Worth,High,Suburban
47442,Region 2,S04,1M,5,3,3,0,0,0,1,Standard,High,Rural
47447,Region 2,S03,1M,4,3,3,0,0,1,1,Standard,Low,Urban
47450,Region 4,S07,1M,4,2,3,0,1,0,1,Premium,High,Suburban
47454,Region 3,S05,2M,3,2,2,0,0,0,0,Premium,Medium,Suburban
47455,Region 3,S05,1M,5,4,4,0,0,2,1,Premium,Medium,Suburban
47462,Region 1,S01,2M,2,1,1,0,0,0,1,Premium,Medium,Urban
47478,Region 1,S01,1M,4,3,4,0,0,0,1,Entry,Medium,Suburban
47484,Region 2,S03,2M,2,1,1,0,0,0,1,Standard,High,Urban
47494,Region 5,S10,1M,4,2,3,0,0,0,1,Standard,Low,Urban
47510,Region 2,S03,2M,4,3,3,0,1,1,1,Premium,Low,Rural
47514,Region 3,S05,2M,2,2,2,0,0,0,1,Entry,High,Rural
47522,Region 5,S09,2M,2,2,2,0,1,0,0,Premium,Low,Urban
47543,Region 3,S06,2M,3,3,3,0,0,0,1,Entry,High,Rural
47556,Region 1,S01,5M,3,2,2,0,0,0,1,Premium,High,Suburban
47558,Region 1,S02,1M,1,1,1,0,0,0,0,Entry,High,Urban
47565,Region 5,S09,1M,4,2,3,0,0,0,1,Standard,High,Urban
47588,Region 1,S02,1M,2,1,1,0,0,0,1,Entry,High,Suburban
47594,Region 5,S09,1M,2,1,1,0,0,0,1,Standard,Medium,Suburban
47601,Region 4,S07,1M,8,6,6,1,0,0,1,High Net Worth,Medium,Urban
47616,Region 5,S10,1M,4,2,2,0,0,0,1,Entry,High,Suburban
47631,Region 5,S09,2M,2,1,1,0,0,1,0,Standard,High,Suburban
47641,Region 1,S01,5M,3,1,1,0,0,0,1,Premium,High,Suburban
47642,Region 2,S04,1M,5,3,3,0,0,0,0,Standard,High,Suburban
47644,Region 2,S03,1M,5,4,4,0,0,0,0,Premium,Medium,Suburban
47650,Region 1,S02,2M,5,4,4,0,1,0,0,Premium,Medium,Rural
47668,Region 4,S07,2M,2,1,2,0,0,0,0,Premium,Low,Rural
47677,Region 5,S11,1M,6,3,3,1,0,0,1,High Net Worth,Medium,Suburban
47678,Region 1,S01,2M,2,2,2,0,0,0,1,Premium,Medium,Suburban
47681,Region 2,S04,2M,4,3,3,1,0,0,1,Standard,Medium,Rural
47693,Region 5,S09,2M,7,5,5,0,0,0,1,Entry,High,Suburban
47695,Region 5,S10,5M,1,1,1,0,0,0,1,Standard,Low,Suburban
47700,Region 4,S07,1M,2,2,2,0,1,0,1,Premium,Medium,Urban
47705,Region 4,S08,1M,1,1,1,0,0,0,1,Entry,Medium,Suburban
47721,Region 2,S03,5M,4,4,4,0,0,1,1,Premium,Medium,Suburban
47723,Region 4,S08,1M,5,4,4,0,0,2,0,Entry,Medium,Urban
47745,Region 3,S06,2M,5,4,4,0,1,1,1,Standard,Medium,Suburban
47746,Region 2,S04,2M,2,2,3,0,0,0,1,Standard,Medium,Urban
47751,Region 3,S05,5M,2,1,2,0,0,1,1,Premium,Low,Suburban
47758,Region 2,S12,1M,1,1,2,0,1,0,0,Standard,High,Urban
47766,Region 4,S07,2M,4,3,3,0,0,0,1,Standard,Medium,Urban
47785,Region 1,S01,1M,5,4,4,0,0,0,0,Entry,Low,Urban
47790,Region 1,S01,1M,5,3,3,0,0,1,0,Standard,Medium,Suburban
47795,Region 3,S06,5M,3,3,3,0,0,0,1,Entry,Medium,Urban
47796,Region 2,S12,1M,7,5,5,1,0,0,0,Entry,High,Urban
47807,Region 5,S11,1M,5,4,4,0,0,0,1,Entry,Medium,Urban
47812,Region 3,S05,5M,7,5,5,0,0,0,0,High Net Worth,High,Suburban
47824,Region 3,S06,1M,3,3,3,0,1,0,1,Entry,Medium,Urban
47869,Region 3,S06,1M,4,4,5,0,0,0,1,Standard,Low,Suburban
47871,Region 3,S06,2M,2,2,2,0,0,1,1,Premium,Low,Urban
47877,Region 5,S09,5M,4,4,5,0,0,0,0,Standard,Medium,Rural
47885,Region 3,S05,1M,1,1,2,0,0,0,1,Premium,Medium,Suburban
47890,Region 4,S07,2M,4,2,2,0,1,0,1,Premium,Medium,Suburban
47934,Region 5,S11,5M,1,1,1,0,0,0,0,Standard,High,Urban
47940,Region 3,S06,1M,7,5,5,0,0,0,0,Premium,Medium,Rural
47944,Region 5,S10,5M,1,1,1,0,0,0,1,Standard,Medium,Suburban
47945,Region 4,S08,5M,5,3,3,0,0,0,1,Standard,Medium,Urban
47949,Region 4,S08,2M,3,2,2,0,0,0,0,Premium,Medium,Suburban
47950,Region 3,S05,1M,5,4,4,0,0,0,1,Standard,Medium,Urban
47956,Region 5,S11,2M,6,4,4,0,0,0,1,High Net Worth,High,Suburban
47968,Region 2,S04,1M,1,1,1,0,0,0,1,Premium,High,Urban
47979,Region 2,S04,1M,3,3,3,0,0,1,0,Entry,High,Suburban
47988,Region 2,S12,5M,5,4,5,0,0,1,1,Premium,Medium,Rural
47993,Region 1,S01,5M,4,2,3,0,0,2,0,High Net Worth,High,Urban
48001,Region 5,S10,1M,3,2,3,0,0,0,0,Standard,Medium,Suburban
48008,Region 3,S05,5M,5,4,4,0,0,0,0,Entry,Low,Suburban
48014,Region 2,S04,1M,4,3,3,0,0,0,1,Standard,Low,Suburban
48028,Region 2,S04,1M,1,1,1,0,0,0,0,Premium,Low,Urban
48039,Region 5,S11,1M,3,2,3,0,0,0,0,Standard,High,Rural
48063,Region 4,S08,5M,6,4,5,0,0,0,1,Standard,Medium,Suburban
48065,Region 4,S08,2M,2,2,2,0,0,0,1,Premium,High,Suburban
48067,Region 3,S05,1M,2,1,1,0,1,0,1,Premium,Medium,Suburban
48073,Region 3,S05,5M,6,4,4,0,0,1,0,Premium,High,Urban
48079,Region 5,S10,1M,3,1,1,0,0,1,1,Standard,Low,Urban
48130,Region 4,S08,2M,4,2,2,1,0,0,0,Standard,Medium,Rural
48131,Region 2,S12,2M,1,1,2,0,0,1,1,Standard,High,Rural
48144,Region 5,S09,5M,2,1,1,0,0,1,0,Premium,High,Rural
48154,Region 5,S11,2M,5,4,4,0,1,1,0,Entry,Low,Suburban
48155,Region 2,S12,5M,2,1,2,0,0,0,1,Premium,High,Suburban
48159,Region 4,S07,1M,2,1,1,0,0,0,1,Standard,Medium,Suburban
48164,Region 3,S06,2M,3,3,3,0,0,0,1,Premium,Low,Urban
48175,Region 1,S01,1M,2,1,1,0,1,0,1,Standard,High,Urban
48185,Region 5,S11,1M,4,4,4,1,0,1,1,Standard,Low,Rural
48186,Region 2,S03,1M,4,3,3,1,0,0,1,Entry,Low,Suburban
48205,Region 2,S12,1M,4,2,3,0,1,0,1,Standard,Medium,Urban
48213,Region 4,S07,1M,4,3,3,1,0,1,1,Standard,High,Rural
48215,Region 1,S01,1M,1,1,1,0,0,0,1,Standard,Medium,Urban
48222,Region 4,S07,2M,5,5,5,0,0,0,0,Standard,Medium,Urban
48253,Region 1,S02,1M,4,3,3,0,0,0,1,Standard,High,Urban
48262,Region 4,S08,1M,3,2,2,0,0,0,0,Premium,High,Suburban
48272,Region 4,S07,1M,3,1,1,0,0,0,1,Standard,High,Rural
48273,Region 3,S06,1M,3,3,3,0,0,0,1,Premium,Medium,Suburban
48275,Region 2,S03,1M,2,1,2,0,0,0,0,Premium,Low,Suburban
48279,Region 2,S04,1M,1,1,1,0,0,0,1,Entry,Medium,Rural
48298,Region 4,S08,1M,5,3,3,0,0,0,0,Entry,Medium,Suburban
48300,Region 2,S12,1M,4,3,3,0,0,0,1,Standard,Low,Suburban
48307,Region 5,S10,2M,2,2,2,0,0,0,0,Standard,High,Suburban
48311,Region 2,S12,2M,4,3,3,0,0,0,0,Premium,Medium,Rural
48332,Region 4,S07,1M,7,6,7,0,0,0,1,Premium,High,Rural
48337,Region 5,S09,1M,5,4,4,0,1,1,1,Premium,Medium,Urban
48345,Region 5,S11,1M,6,4,4,0,1,0,1,Standard,Medium,Rural
48358,Region 4,S08,1M,5,4,4,0,0,0,1,Premium,High,Rural
48384,Region 1,S02,1M,4,4,4,0,0,0,0,Entry,High,Urban
48387,Region 4,S07,1M,4,4,4,0,0,0,0,Standard,High,Rural
48388,Region 3,S06,5M,6,4,4,0,0,1,1,High Net Worth,Medium,Urban
48389,Region 4,S07,5M,4,4,4,0,0,0,1,Premium,High,Suburban
48390,Region 3,S06,1M,1,1,2,0,1,0,0,Premium,High,Suburban
48404,Region 3,S05,2M,6,4,4,0,0,0,1,Entry,High,Suburban
48419,Region 4,S08,2M,2,1,1,0,0,0,0,Premium,High,Urban
48450,Region 3,S06,2M,5,5,5,0,0,0,1,Standard,High,Suburban
48460,Region 3,S05,2M,4,3,3,0,0,0,1,Standard,Medium,Suburban
48463,Region 1,S01,5M,4,3,3,0,0,0,1,Standard,Medium,Urban
48467,Region 2,S12,2M,5,4,4,1,0,0,1,Entry,Medium,Suburban
48473,Region 5,S09,2M,7,4,4,0,0,0,0,High Net Worth,Medium,Urban
48476,Region 5,S11,5M,3,3,3,0,1,0,1,Entry,Medium,Urban
48489,Region 2,S12,5M,4,3,3,0,0,0,0,Standard,Medium,Urban
48497,Region 3,S06,1M,3,2,2,0,0,0,1,Standard,High,Urban
48503,Region 4,S07,1M,5,4,5,1,0,0,0,Premium,Low,Urban
48528,Region 5,S09,1M,3,2,2,0,0,1,0,Standard,High,Suburban
48541,Region 1,S02,2M,3,3,3,0,1,0,1,Standard,High,Urban
48542,Region 5,S09,2M,2,1,1,0,0,1,0,Standard,Medium,Urban
48550,Region 5,S11,5M,4,2,2,0,0,2,0,Entry,Medium,Suburban
48551,Region 4,S07,5M,5,3,3,0,1,1,1,Premium,Low,Urban
48554,Region 5,S10,1M,3,1,1,0,0,0,1,Standard,Medium,Urban
48579,Region 1,S02,1M,4,4,4,0,0,0,1,Premium,Medium,Rural
48581,Region 5,S09,5M,3,1,1,0,1,0,1,Premium,High,Suburban
48588,Region 2,S12,2M,2,1,1,0,0,0,1,Standard,Medium,Urban
48591,Region 2,S12,5M,3,3,4,0,0,0,0,Standard,High,Suburban
48594,Region 4,S08,2M,3,2,2,0,0,0,0,Entry,High,Suburban
48595,Region 4,S08,1M,3,2,3,1,0,0,1,Premium,Low,Suburban
48601,Region 5,S09,2M,3,2,3,0,0,0,0,Standard,Medium,Urban
48612,Region 3,S05,1M,3,2,3,0,0,0,1,Standard,Medium,Urban
48615,Region 5,S10,2M,4,2,3,0,0,0,0,High Net Worth,High,Rural
48619,Region 3,S06,5M,2,2,2,0,0,0,0,Standard,Low,Rural
48620,Region 1,S02,1M,2,2,2,0,0,0,0,Standard,High,Rural
48642,Region 5,S09,2M,3,2,2,0,0,0,1,Standard,High,Rural
48656,Region 1,S01,5M,3,3,3,1,0,1,1,Standard,Medium,Urban
48669,Region 4,S07,1M,2,2,2,0,0,0,0,Entry,Medium,Rural
48673,Region 2,S03,2M,4,3,3,0,0,0,1,Standard,Medium,Rural
48678,Region 2,S04,2M,8,6,6,0,0,0,0,Premium,Low,Suburban
48681,Region 1,S01,5M,4,3,3,0,0,0,1,Entry,Low,Suburban
48683,Region 3,S05,2M,4,2,2,0,0,0,0,Standard,Low,Suburban
