profile_id,region_code,state_code,coverage_limit,num_vehicles,num_drivers,prior_claim_count,youth_driver_flag,multi_policy_flag,home_value_band,credit_score_band,urban_rural_flag,carrier,risk_score,simulated_price
22825,Region 3,S05,2M,2,2,0,0,0,Standard,Low,Suburban,Carrier_B,1.1,726.9
22836,Region 2,S04,1M,3,3,0,0,0,Premium,Medium,Suburban,Carrier_B,1.2000000000000002,581.36
22849,Region 5,S10,1M,5,3,0,1,1,Standard,Low,Suburban,Carrier_B,1.415,631.33
22878,Region 2,S03,1M,5,3,0,0,1,High Net Worth,High,Urban,Carrier_B,1.255,617.86
22882,Region 2,S12,2M,2,2,0,0,0,Premium,High,Suburban,Carrier_B,1.16,632.95
22883,Region 3,S05,1M,3,2,0,0,1,Standard,Medium,Rural,Carrier_B,1.1,490.13
22893,Region 4,S07,2M,5,3,0,0,1,Entry,High,Urban,Carrier_B,1.255,622.13
22915,Region 5,S09,1M,3,2,0,0,1,Standard,High,Urban,Carrier_B,1.1,507.58
22916,Region 1,S02,2M,7,6,0,1,0,Standard,Medium,Suburban,Carrier_B,1.715,872.42
22920,Region 2,S03,5M,3,2,0,0,0,Standard,Medium,Suburban,Carrier_B,1.155,1040.99
22930,Region 4,S07,5M,6,4,0,0,0,High Net Worth,Medium,Urban,Carrier_B,1.41,1549.97
22933,Region 5,S09,1M,3,3,1,0,1,Standard,Medium,Urban,Carrier_B,1.3950000000000002,624.35
22934,Region 4,S07,1M,6,4,0,1,1,High Net Worth,High,Suburban,Carrier_B,1.515,640.67
22936,Region 3,S05,2M,2,2,0,0,1,Standard,High,Rural,Carrier_B,1.045,591.19
22951,Region 5,S10,1M,2,1,0,0,1,Standard,High,Urban,Carrier_B,1.0,469.58
22966,Region 4,S07,1M,4,3,1,0,1,Standard,Medium,Rural,Carrier_B,1.4500000000000002,546.07
22978,Region 3,S05,5M,2,1,0,0,1,Entry,Medium,Rural,Carrier_B,1.0,857.73
22985,Region 5,S11,2M,4,3,0,1,0,Standard,Medium,Urban,Carrier_B,1.415,890.13
22989,Region 3,S05,1M,2,1,0,0,0,Premium,Low,Urban,Carrier_B,1.055,592.52
22993,Region 5,S10,1M,4,3,0,0,1,Premium,Medium,Suburban,Carrier_B,1.2000000000000002,562.62
23000,Region 5,S09,1M,6,4,0,1,1,High Net Worth,Low,Suburban,Carrier_B,1.515,812.5
23009,Region 5,S09,1M,6,4,1,0,1,High Net Worth,Low,Rural,Carrier_B,1.605,822.9
23035,Region 4,S07,1M,6,5,1,0,0,Entry,Low,Rural,Carrier_B,1.7049999999999998,613.41
23036,Region 1,S02,1M,2,2,0,0,1,Entry,Low,Urban,Carrier_B,1.045,490.66
23063,Region 5,S11,2M,6,4,1,0,0,Standard,Low,Suburban,Carrier_B,1.66,1083.27
23073,Region 3,S05,1M,2,1,0,0,0,Entry,Medium,Urban,Carrier_B,1.055,487.03
23081,Region 4,S07,1M,7,6,0,0,0,Standard,High,Suburban,Carrier_B,1.5550000000000002,551.94
23091,Region 5,S09,1M,4,3,0,0,0,Premium,Medium,Rural,Carrier_B,1.3150000000000002,584.67
23102,Region 4,S08,2M,4,3,0,0,1,Premium,Low,Urban,Carrier_B,1.2000000000000002,827.56
23111,Region 3,S05,1M,5,3,0,0,1,Premium,High,Urban,Carrier_B,1.3150000000000002,603.6
23121,Region 2,S12,2M,4,2,0,0,1,Standard,Low,Urban,Carrier_B,1.155,701.77
23127,Region 3,S05,1M,5,3,0,0,1,High Net Worth,Medium,Suburban,Carrier_B,1.255,645.41
23132,Region 5,S10,1M,3,2,0,1,0,Premium,High,Suburban,Carrier_B,1.315,564.32
23146,Region 1,S02,1M,3,3,0,0,0,Standard,Medium,Urban,Carrier_B,1.2600000000000002,542.55
23153,Region 3,S06,1M,4,3,0,0,0,Standard,High,Suburban,Carrier_B,1.255,478.86
23156,Region 5,S11,5M,2,2,0,1,1,Premium,High,Urban,Carrier_B,1.2049999999999998,1317.51
23159,Region 2,S04,1M,2,2,0,0,1,Premium,Low,Urban,Carrier_B,1.045,600.97
23169,Region 1,S01,2M,2,1,0,0,1,Entry,Medium,Urban,Carrier_B,1.0,563.21
23193,Region 2,S04,2M,3,3,1,0,0,Standard,Low,Urban,Carrier_B,1.4500000000000002,1005.43
23194,Region 3,S06,5M,3,2,0,0,1,Standard,Medium,Suburban,Carrier_B,1.1,920.3
23196,Region 1,S02,1M,5,4,0,0,1,Entry,Low,Suburban,Carrier_B,1.3,535.99
23201,Region 3,S06,1M,2,1,2,0,1,Premium,High,Suburban,Carrier_B,1.66,632.45
23205,Region 5,S11,1M,5,3,0,0,1,Standard,Medium,Urban,Carrier_B,1.3150000000000002,613.31
23210,Region 5,S10,1M,4,3,0,0,0,Standard,High,Suburban,Carrier_B,1.255,516.76
23229,Region 5,S11,5M,1,1,0,0,0,Premium,Medium,Rural,Carrier_B,1.0,1075.31
23257,Region 3,S05,2M,1,1,0,0,1,Entry,Low,Suburban,Carrier_B,1.005,640.74
23270,Region 2,S12,1M,6,5,0,0,1,High Net Worth,High,Urban,Carrier_B,1.4,618.86
23273,Region 5,S10,2M,4,3,0,0,1,Premium,High,Rural,Carrier_B,1.2000000000000002,682.9
23274,Region 5,S10,5M,2,2,1,0,1,Standard,High,Urban,Carrier_B,1.295,1202.25
23296,Region 5,S10,2M,3,2,1,0,1,Entry,High,Urban,Carrier_B,1.35,722.78
23304,Region 1,S02,1M,1,1,0,0,1,Entry,Medium,Suburban,Carrier_B,0.945,425.02
23321,Region 4,S07,5M,5,4,0,0,1,High Net Worth,High,Urban,Carrier_B,1.3,1338.85
23336,Region 3,S05,1M,5,4,1,0,0,Premium,Medium,Suburban,Carrier_B,1.605,714.42
23339,Region 5,S10,1M,2,1,1,0,1,Standard,High,Urban,Carrier_B,1.25,544.64
23343,Region 5,S09,1M,5,5,1,0,0,Standard,High,Suburban,Carrier_B,1.65,640.17
23353,Region 2,S03,1M,2,2,0,0,0,Standard,Medium,Suburban,Carrier_B,1.1,491.11
23356,Region 1,S01,1M,5,5,0,0,1,Standard,Low,Urban,Carrier_B,1.345,596.24
23375,Region 4,S07,2M,4,4,3,0,1,Premium,Medium,Urban,Carrier_B,2.475,1462.44
23379,Region 3,S05,5M,2,1,0,0,1,Standard,High,Rural,Carrier_B,1.0,868.92
23382,Region 5,S10,1M,4,3,1,0,1,Entry,Low,Urban,Carrier_B,1.4500000000000002,643.61
23389,Region 3,S06,1M,2,1,0,0,0,Standard,Medium,Urban,Carrier_B,1.055,467.98
23395,Region 2,S04,1M,4,3,0,0,0,Entry,Medium,Urban,Carrier_B,1.255,549.4
23415,Region 5,S10,2M,1,1,0,0,0,Premium,Low,Suburban,Carrier_B,1.0,718.23
23423,Region 5,S09,1M,7,5,0,0,0,Premium,High,Suburban,Carrier_B,1.51,633.15
23445,Region 2,S03,5M,2,2,0,0,1,Standard,Medium,Urban,Carrier_B,1.045,1011.0
23466,Region 5,S10,5M,6,6,0,1,0,Premium,High,Suburban,Carrier_B,1.66,1537.59
23477,Region 1,S02,2M,4,2,0,0,1,High Net Worth,High,Suburban,Carrier_B,1.155,732.93
23492,Region 3,S05,1M,4,3,0,0,0,Standard,Medium,Urban,Carrier_B,1.255,571.57
23504,Region 3,S05,2M,2,1,0,0,1,Entry,Medium,Suburban,Carrier_B,1.0,589.6
23515,Region 1,S02,1M,4,3,0,0,1,Standard,Medium,Suburban,Carrier_B,1.2000000000000002,506.3
23516,Region 1,S01,1M,4,3,0,1,0,Standard,Medium,Suburban,Carrier_B,1.415,546.86
23538,Region 1,S01,5M,4,4,0,0,0,Premium,Medium,Urban,Carrier_B,1.3,1273.39
23592,Region 4,S08,1M,6,4,0,0,0,Standard,Medium,Suburban,Carrier_B,1.41,557.35
23599,Region 5,S11,2M,3,2,0,0,1,Premium,Medium,Suburban,Carrier_B,1.1,759.25
23603,Region 4,S07,2M,3,3,0,0,0,Entry,High,Urban,Carrier_B,1.2000000000000002,605.58
23605,Region 4,S08,1M,2,2,0,0,1,Standard,Medium,Rural,Carrier_B,1.105,466.56
23608,Region 2,S04,5M,2,1,1,0,0,Standard,Low,Suburban,Carrier_B,1.305,1447.92
23609,Region 5,S09,2M,2,1,0,1,0,Entry,High,Urban,Carrier_B,1.215,669.92
23612,Region 2,S04,2M,2,1,2,0,0,Entry,Medium,Suburban,Carrier_B,1.775,961.12
23620,Region 5,S09,2M,1,1,1,0,1,Entry,Low,Suburban,Carrier_B,1.195,739.8
23629,Region 3,S05,2M,5,3,1,0,1,Standard,Medium,Urban,Carrier_B,1.505,918.72
23630,Region 2,S03,1M,5,3,2,0,1,Entry,Medium,Suburban,Carrier_B,1.9150000000000005,683.66
23638,Region 5,S09,1M,5,3,0,1,0,Premium,Low,Suburban,Carrier_B,1.47,716.3
23652,Region 4,S08,1M,3,3,0,0,1,Standard,Low,Urban,Carrier_B,1.2050000000000003,566.75
23655,Region 4,S08,1M,4,3,0,0,1,Standard,Medium,Suburban,Carrier_B,1.2000000000000002,502.59
23661,Region 2,S12,2M,3,2,0,0,0,Standard,High,Rural,Carrier_B,1.215,583.97
23662,Region 5,S09,2M,1,1,0,0,1,Standard,Medium,Urban,Carrier_B,0.945,629.52
23687,Region 2,S12,2M,5,3,0,0,1,Standard,Low,Suburban,Carrier_B,1.255,712.22
23691,Region 3,S06,5M,3,2,0,0,0,Premium,Medium,Rural,Carrier_B,1.155,997.89
23709,Region 5,S11,2M,3,3,2,0,0,Standard,High,Suburban,Carrier_B,1.8600000000000003,1037.33
23718,Region 5,S11,1M,3,2,0,0,1,Standard,High,Rural,Carrier_B,1.1,485.62
23727,Region 4,S08,1M,5,3,0,0,0,High Net Worth,Low,Rural,Carrier_B,1.31,649.23
23735,Region 3,S06,5M,5,4,0,1,1,Entry,Medium,Rural,Carrier_B,1.46,1026.61
23740,Region 1,S02,2M,3,2,0,0,0,Entry,High,Urban,Carrier_B,1.155,601.02
23755,Region 5,S09,2M,2,1,0,0,1,Premium,Medium,Suburban,Carrier_B,1.0,675.46
23772,Region 2,S03,5M,5,3,0,0,0,Entry,Low,Suburban,Carrier_B,1.31,1189.59
23780,Region 3,S05,1M,4,3,0,0,0,Standard,High,Suburban,Carrier_B,1.255,526.14
23788,Region 2,S12,2M,2,2,0,0,0,Standard,Medium,Suburban,Carrier_B,1.16,615.33
23797,Region 4,S07,1M,2,2,0,0,1,Entry,Low,Suburban,Carrier_B,1.045,463.1
23806,Region 3,S05,1M,4,2,0,0,1,High Net Worth,Low,Suburban,Carrier_B,1.155,658.04
23810,Region 2,S12,1M,3,2,0,0,1,Entry,High,Urban,Carrier_B,1.1,440.23
23814,Region 3,S05,5M,5,4,0,0,0,Standard,High,Urban,Carrier_B,1.415,1302.85
23842,Region 3,S06,1M,7,6,0,1,1,High Net Worth,High,Suburban,Carrier_B,1.66,661.4
23847,Region 2,S04,1M,6,6,0,0,0,Standard,Medium,Suburban,Carrier_B,1.5,630.4
23851,Region 1,S01,1M,2,2,0,0,0,Premium,Low,Suburban,Carrier_B,1.1,538.17
23862,Region 3,S05,1M,3,3,0,0,1,Standard,Medium,Urban,Carrier_B,1.1450000000000002,540.04
23866,Region 5,S09,1M,3,2,1,0,0,Entry,Medium,Urban,Carrier_B,1.405,593.92
23869,Region 2,S04,1M,3,1,0,0,0,Standard,Medium,Rural,Carrier_B,1.11,501.94
23884,Region 3,S06,1M,4,2,0,0,0,Standard,High,Rural,Carrier_B,1.21,455.9
23895,Region 4,S08,1M,5,4,0,0,1,Standard,Medium,Urban,Carrier_B,1.3,554.07
23896,Region 4,S07,1M,2,1,1,0,0,Premium,Medium,Suburban,Carrier_B,1.305,568.33
23911,Region 2,S12,1M,3,1,0,0,1,Entry,Low,Urban,Carrier_B,1.1150000000000002,488.83
23918,Region 3,S06,1M,2,1,0,0,1,Standard,Medium,Suburban,Carrier_B,1.0,440.22
23945,Region 4,S07,1M,3,1,0,0,1,Premium,Low,Urban,Carrier_B,1.0550000000000002,548.18
23949,Region 1,S01,2M,4,2,0,0,1,Standard,Medium,Suburban,Carrier_B,1.155,628.85
23958,Region 4,S07,1M,3,2,0,0,0,Standard,Medium,Suburban,Carrier_B,1.155,483.0
23963,Region 4,S08,1M,4,3,0,0,0,Premium,High,Suburban,Carrier_B,1.255,529.96
23964,Region 5,S10,1M,3,2,0,0,1,Standard,Low,Suburban,Carrier_B,1.1,534.59
23972,Region 3,S05,1M,2,1,0,0,0,Standard,Low,Suburban,Carrier_B,1.055,531.77
23974,Region 4,S07,1M,6,4,1,0,1,Standard,Low,Urban,Carrier_B,1.605,687.37
23985,Region 5,S10,2M,5,5,0,0,0,Standard,High,Suburban,Carrier_B,1.4,734.51
23988,Region 2,S04,5M,4,4,0,1,0,Standard,Medium,Rural,Carrier_B,1.46,1328.77
23995,Region 2,S12,2M,4,2,0,1,1,High Net Worth,Medium,Urban,Carrier_B,1.315,852.03
24007,Region 2,S03,5M,5,3,0,0,0,Entry,Low,Urban,Carrier_B,1.31,1270.66
24013,Region 2,S12,1M,4,3,0,0,1,Standard,High,Suburban,Carrier_B,1.2000000000000002,465.11
24014,Region 2,S03,5M,5,3,0,1,0,Entry,Medium,Suburban,Carrier_B,1.47,1177.07
24034,Region 4,S07,2M,1,1,0,0,1,Entry,Medium,Suburban,Carrier_B,0.945,520.93
24036,Region 2,S03,1M,4,3,0,0,1,Premium,Medium,Urban,Carrier_B,1.2000000000000002,577.91
24037,Region 1,S01,5M,3,2,0,0,0,Standard,Low,Rural,Carrier_B,1.155,1043.9
24041,Region 3,S05,2M,4,2,0,0,0,Standard,High,Urban,Carrier_B,1.21,711.28
24050,Region 2,S04,2M,5,4,0,0,0,Standard,Low,Suburban,Carrier_B,1.355,873.04
24053,Region 3,S06,1M,6,4,0,0,0,Standard,Medium,Suburban,Carrier_B,1.47,544.66
24081,Region 4,S08,2M,6,4,0,0,0,Premium,Medium,Urban,Carrier_B,1.41,854.82
24089,Region 2,S03,2M,7,6,0,0,1,Standard,High,Suburban,Carrier_B,1.5000000000000002,755.87
24096,Region 5,S11,1M,4,2,0,0,0,Premium,Medium,Rural,Carrier_B,1.21,576.38
24097,Region 5,S11,1M,1,1,0,0,1,Entry,High,Rural,Carrier_B,0.945,427.42
24114,Region 1,S02,1M,4,4,0,0,1,Standard,Medium,Urban,Carrier_B,1.245,539.19
24116,Region 5,S10,5M,6,4,0,0,1,Standard,Medium,Urban,Carrier_B,1.355,1309.67
24136,Region 3,S06,1M,3,2,1,1,0,Standard,High,Urban,Carrier_B,1.565,577.34
24139,Region 2,S04,1M,2,2,1,0,1,Premium,High,Urban,Carrier_B,1.295,620.59
24146,Region 5,S09,1M,3,3,0,0,0,Standard,High,Rural,Carrier_B,1.2600000000000002,507.47
24148,Region 4,S07,1M,4,4,0,0,1,Entry,Low,Urban,Carrier_B,1.245,532.43
24184,Region 5,S11,1M,2,1,0,0,1,Entry,Medium,Urban,Carrier_B,1.0,488.34
24187,Region 2,S12,1M,6,3,1,0,1,High Net Worth,Medium,Urban,Carrier_B,1.56,715.3
24188,Region 4,S08,2M,4,3,0,0,1,Standard,High,Suburban,Carrier_B,1.2000000000000002,633.61
24234,Region 4,S08,1M,2,1,0,0,0,Entry,Medium,Urban,Carrier_B,1.115,475.66
24238,Region 2,S12,1M,3,2,2,0,1,Premium,Medium,Rural,Carrier_B,1.7600000000000002,666.36
24251,Region 4,S07,2M,3,1,0,0,0,Standard,High,Urban,Carrier_B,1.11,611.33
24252,Region 5,S09,1M,5,4,1,0,0,Standard,Medium,Suburban,Carrier_B,1.665,673.65
24264,Region 3,S06,1M,3,1,0,0,0,Standard,High,Urban,Carrier_B,1.11,465.6
24315,Region 4,S08,1M,1,1,1,0,0,Standard,High,Suburban,Carrier_B,1.25,504.16
24339,Region 5,S11,5M,3,2,0,0,0,Standard,Medium,Suburban,Carrier_B,1.215,1198.78
24346,Region 3,S06,1M,1,1,0,0,1,Standard,Medium,Suburban,Carrier_B,0.945,427.95
24356,Region 2,S03,5M,2,2,0,0,0,Standard,Low,Suburban,Carrier_B,1.1,1102.81
24379,Region 1,S02,5M,2,2,0,0,1,Entry,Medium,Urban,Carrier_B,1.045,918.13
24387,Region 3,S05,1M,5,4,0,0,0,Premium,Low,Rural,Carrier_B,1.355,650.57
24398,Region 1,S01,5M,8,6,0,0,1,Standard,Medium,Urban,Carrier_B,1.555,1363.71
24403,Region 2,S03,1M,3,2,0,0,1,Standard,Medium,Suburban,Carrier_B,1.1,488.62
24414,Region 4,S08,2M,3,1,0,0,1,Entry,Low,Urban,Carrier_B,1.0550000000000002,645.34
24421,Region 5,S11,1M,4,2,0,0,1,Entry,High,Suburban,Carrier_B,1.155,488.14
24430,Region 5,S10,1M,5,3,0,0,0,Standard,Low,Suburban,Carrier_B,1.31,596.65
24442,Region 2,S04,5M,2,1,1,0,1,Entry,High,Urban,Carrier_B,1.25,1130.25
24456,Region 5,S11,5M,4,3,0,0,0,Standard,Medium,Suburban,Carrier_B,1.255,1246.59
24461,Region 5,S09,1M,5,4,0,0,0,Entry,Medium,Rural,Carrier_B,1.355,522.58
24463,Region 3,S06,1M,6,6,0,0,1,Standard,High,Suburban,Carrier_B,1.445,519.48
24469,Region 3,S06,1M,3,3,0,0,0,Standard,High,Urban,Carrier_B,1.2000000000000002,483.12
24482,Region 3,S05,1M,6,5,0,0,1,Premium,Low,Suburban,Carrier_B,1.4,692.76
24495,Region 5,S09,2M,6,4,0,0,0,High Net Worth,Medium,Urban,Carrier_B,1.41,1037.21
24506,Region 5,S11,5M,7,6,0,0,0,Standard,Medium,Suburban,Carrier_B,1.6150000000000002,1561.8
24507,Region 5,S10,1M,4,4,0,0,0,Entry,Low,Suburban,Carrier_B,1.3,557.65
24512,Region 5,S09,2M,3,1,0,0,1,Standard,High,Rural,Carrier_B,1.0550000000000002,595.6
24535,Region 4,S08,1M,6,4,2,0,0,Standard,Medium,Suburban,Carrier_B,2.13,771.91
24543,Region 3,S06,2M,3,2,0,0,1,Premium,High,Suburban,Carrier_B,1.1,611.76
24546,Region 5,S09,5M,4,2,0,0,1,Standard,High,Suburban,Carrier_B,1.155,1026.36
24547,Region 2,S03,1M,3,2,0,0,0,Entry,High,Suburban,Carrier_B,1.155,456.55
24548,Region 2,S04,2M,4,2,1,0,1,High Net Worth,Low,Urban,Carrier_B,1.405,1196.95
24574,Region 3,S06,1M,4,3,0,0,0,Entry,Medium,Rural,Carrier_B,1.255,457.25
24578,Region 3,S05,1M,4,2,0,0,0,Standard,Medium,Suburban,Carrier_B,1.21,538.78
24607,Region 5,S10,1M,2,2,1,0,1,Entry,High,Suburban,Carrier_B,1.295,506.59
24608,Region 2,S04,1M,1,1,0,0,0,Standard,Medium,Urban,Carrier_B,1.0,509.38
24620,Region 3,S05,5M,1,1,0,0,0,Standard,Low,Rural,Carrier_B,1.0,1024.82
24627,Region 4,S07,2M,2,2,0,0,0,Premium,Medium,Urban,Carrier_B,1.1,695.2
24629,Region 4,S08,2M,5,3,0,0,1,Entry,High,Rural,Carrier_B,1.255,587.04
24666,Region 1,S01,1M,3,2,0,0,0,Standard,High,Urban,Carrier_B,1.155,483.63
24706,Region 1,S01,1M,3,1,0,0,1,Entry,Low,Urban,Carrier_B,1.0550000000000002,484.96
24711,Region 5,S10,1M,5,3,0,0,1,Standard,Low,Suburban,Carrier_B,1.255,582.94
24776,Region 2,S03,2M,5,5,0,0,0,Standard,Medium,Suburban,Carrier_B,1.4,756.62
24785,Region 4,S08,1M,3,3,0,1,1,Standard,High,Suburban,Carrier_B,1.3050000000000002,505.2
24805,Region 1,S01,2M,3,2,0,0,1,High Net Worth,Low,Suburban,Carrier_B,1.16,833.47
24831,Region 3,S05,1M,2,1,0,0,1,Premium,High,Suburban,Carrier_B,1.0,488.85
24857,Region 5,S09,2M,2,1,0,0,0,Standard,Medium,Suburban,Carrier_B,1.055,648.74
24866,Region 4,S08,1M,3,2,0,0,0,Standard,Low,Urban,Carrier_B,1.155,553.12
24869,Region 2,S04,1M,2,1,0,0,1,Standard,Medium,Urban,Carrier_B,1.0,506.97
24883,Region 5,S10,1M,1,1,0,0,1,Entry,Medium,Suburban,Carrier_B,0.945,437.77
24891,Region 2,S03,1M,3,1,0,0,0,Standard,Medium,Urban,Carrier_B,1.1700000000000002,530.82
24892,Region 5,S09,5M,5,4,0,0,1,High Net Worth,High,Urban,Carrier_B,1.3,1521.11
24897,Region 1,S01,1M,5,4,0,0,0,Entry,Medium,Suburban,Carrier_B,1.355,501.49
24904,Region 5,S10,1M,4,3,1,0,1,Standard,High,Urban,Carrier_B,1.4500000000000002,600.47
24930,Region 1,S02,1M,2,2,1,0,1,Standard,High,Urban,Carrier_B,1.295,538.09
24934,Region 5,S11,5M,3,3,0,0,1,Standard,Low,Suburban,Carrier_B,1.1450000000000002,1271.17
24935,Region 5,S11,2M,3,2,0,0,0,Entry,Medium,Urban,Carrier_B,1.155,705.67
24949,Region 2,S12,1M,6,4,0,0,1,Standard,Medium,Urban,Carrier_B,1.355,544.77
25012,Region 2,S03,1M,4,3,0,1,0,Standard,Medium,Suburban,Carrier_B,1.415,567.31
25024,Region 3,S05,1M,6,4,0,0,1,Standard,Low,Suburban,Carrier_B,1.355,626.15
25040,Region 1,S01,2M,2,2,0,0,1,Standard,High,Suburban,Carrier_B,1.045,561.42
25051,Region 3,S05,2M,5,5,0,0,1,Standard,Medium,Rural,Carrier_B,1.345,737.86
25073,Region 2,S03,1M,3,3,0,0,1,Entry,Medium,Rural,Carrier_B,1.1450000000000002,461.8
25075,Region 3,S05,5M,3,1,0,0,0,Entry,Low,Suburban,Carrier_B,1.1700000000000002,1134.86
25088,Region 2,S12,1M,3,2,0,0,1,Standard,Low,Urban,Carrier_B,1.1,512.94
25120,Region 2,S03,1M,3,2,0,0,1,Standard,High,Urban,Carrier_B,1.1,489.51
25126,Region 2,S03,2M,2,1,0,0,1,Standard,High,Urban,Carrier_B,1.0,595.59
25129,Region 4,S07,2M,3,2,0,0,1,Standard,Medium,Rural,Carrier_B,1.1,591.66
25130,Region 5,S09,2M,5,3,1,1,1,High Net Worth,Low,Urban,Carrier_B,1.725,1417.72
25135,Region 5,S11,5M,2,2,0,1,1,Standard,Medium,Urban,Carrier_B,1.2049999999999998,1270.25
25137,Region 5,S10,1M,4,3,1,0,1,Entry,Medium,Urban,Carrier_B,1.4500000000000002,589.11
25141,Region 3,S05,2M,3,1,1,1,1,Standard,Medium,Rural,Carrier_B,1.465,811.78
25142,Region 3,S05,2M,4,4,1,0,1,Entry,High,Urban,Carrier_B,1.495,795.1
25143,Region 5,S10,2M,2,1,0,0,1,Standard,Medium,Suburban,Carrier_B,1.0,611.98
25160,Region 5,S10,2M,4,3,1,0,1,Premium,Medium,Urban,Carrier_B,1.4500000000000002,949.91
25171,Region 1,S02,1M,7,6,1,0,0,Premium,High,Urban,Carrier_B,1.865,739.63
25174,Region 2,S12,1M,4,2,2,0,1,Standard,Low,Urban,Carrier_B,1.815,746.11
25196,Region 4,S07,2M,4,3,0,0,1,Standard,Low,Urban,Carrier_B,1.2000000000000002,746.36
25232,Region 3,S06,5M,8,6,0,0,0,High Net Worth,Low,Urban,Carrier_B,1.61,1891.64
25239,Region 4,S07,1M,2,1,1,0,0,Premium,Low,Urban,Carrier_B,1.305,641.41
25244,Region 3,S05,1M,2,2,0,0,0,Premium,High,Rural,Carrier_B,1.1,502.39
25251,Region 2,S12,2M,4,2,0,0,0,Entry,High,Rural,Carrier_B,1.21,546.01
25254,Region 3,S06,1M,2,2,1,0,0,Standard,Medium,Suburban,Carrier_B,1.35,530.31
25268,Region 5,S09,1M,4,3,0,0,1,Standard,High,Rural,Carrier_B,1.2600000000000002,506.93
25270,Region 4,S08,2M,7,6,0,0,1,Entry,Low,Urban,Carrier_B,1.5000000000000002,835.75
25272,Region 2,S04,1M,3,1,1,0,1,Standard,Low,Urban,Carrier_B,1.3050000000000002,666.83
25292,Region 2,S12,1M,5,4,0,0,0,Premium,High,Rural,Carrier_B,1.355,515.22
25322,Region 5,S11,1M,3,1,0,0,0,Premium,Low,Suburban,Carrier_B,1.11,610.65
25328,Region 4,S08,1M,7,6,0,0,0,Premium,Medium,Rural,Carrier_B,1.5550000000000002,617.29
25330,Region 5,S09,1M,5,4,0,0,0,Standard,High,Urban,Carrier_B,1.355,575.22
25331,Region 5,S11,1M,2,1,0,0,1,Premium,Low,Suburban,Carrier_B,1.0,570.78
25341,Region 5,S10,1M,5,3,0,0,0,Premium,Medium,Urban,Carrier_B,1.31,622.57
25350,Region 5,S10,1M,3,3,0,0,0,Premium,High,Suburban,Carrier_B,1.2000000000000002,536.22
25353,Region 5,S10,1M,7,6,0,1,1,Standard,Medium,Rural,Carrier_B,1.66,620.43
25356,Region 2,S12,1M,5,3,2,0,1,Premium,Medium,Suburban,Carrier_B,1.9150000000000005,740.68
25360,Region 1,S02,1M,4,3,0,0,0,Standard,Low,Urban,Carrier_B,1.255,583.06
25362,Region 3,S06,2M,3,2,0,0,1,Premium,Low,Suburban,Carrier_B,1.1,698.82
25370,Region 2,S12,1M,3,3,0,0,0,Premium,Medium,Urban,Carrier_B,1.2000000000000002,539.52
25378,Region 2,S12,1M,2,1,0,0,0,Entry,Medium,Suburban,Carrier_B,1.055,432.28
25386,Region 3,S06,1M,6,4,0,0,1,High Net Worth,Medium,Rural,Carrier_B,1.355,587.49
25390,Region 5,S11,1M,7,5,0,0,1,Standard,Low,Suburban,Carrier_B,1.455,680.43
25401,Region 3,S05,2M,3,2,0,0,0,Standard,Medium,Suburban,Carrier_B,1.215,715.04
25416,Region 5,S09,1M,5,3,0,1,1,Entry,High,Rural,Carrier_B,1.415,515.13
25425,Region 2,S03,2M,6,4,0,0,1,Premium,Medium,Urban,Carrier_B,1.355,856.2
25453,Region 3,S06,1M,6,4,1,0,1,High Net Worth,Medium,Suburban,Carrier_B,1.665,719.46
25454,Region 2,S04,5M,4,3,0,0,0,Entry,Medium,Urban,Carrier_B,1.255,1187.56
25460,Region 2,S12,2M,1,1,0,0,1,Standard,Medium,Urban,Carrier_B,0.945,563.52
25470,Region 5,S10,1M,5,3,0,0,1,Premium,High,Suburban,Carrier_B,1.255,553.36
25489,Region 3,S05,1M,4,3,0,1,0,Premium,High,Suburban,Carrier_B,1.415,609.69
25502,Region 5,S11,1M,3,2,1,1,1,Standard,Low,Rural,Carrier_B,1.51,688.13
25513,Region 5,S09,2M,3,2,1,0,0,Premium,Medium,Suburban,Carrier_B,1.405,894.48
25522,Region 5,S10,2M,2,1,0,1,0,Entry,Medium,Suburban,Carrier_B,1.215,655.59
25536,Region 3,S05,1M,4,3,1,0,0,Standard,High,Suburban,Carrier_B,1.505,595.91
25555,Region 3,S05,1M,7,5,0,1,1,High Net Worth,Medium,Rural,Carrier_B,1.615,737.41
25585,Region 4,S07,1M,4,3,0,0,1,Entry,Medium,Suburban,Carrier_B,1.2000000000000002,471.31
25621,Region 1,S01,1M,5,3,0,0,1,Entry,Medium,Suburban,Carrier_B,1.255,479.37
25637,Region 4,S07,1M,8,6,0,1,1,Standard,High,Suburban,Carrier_B,1.715,587.07
25656,Region 5,S10,5M,2,2,0,0,0,Premium,Medium,Suburban,Carrier_B,1.1,1128.04
25663,Region 5,S09,2M,6,4,0,0,0,High Net Worth,Low,Urban,Carrier_B,1.41,1149.73
25666,Region 3,S06,5M,3,3,0,0,0,Entry,Medium,Urban,Carrier_B,1.2000000000000002,964.76
25669,Region 5,S11,2M,5,3,0,1,1,Standard,Medium,Urban,Carrier_B,1.415,883.63
25671,Region 1,S02,1M,1,1,0,0,1,Standard,Medium,Suburban,Carrier_B,0.945,444.96
25722,Region 5,S10,1M,2,1,0,1,1,Entry,Medium,Suburban,Carrier_B,1.16,486.31
